simulation,sdg,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
3,3,0.5402941628769642,0.7575622745344337,0.6469207975078539,3.284412771505679,0.5502327487213973,0.2624044955124437,0.3788228082499966,1.7094957521995373,0.7661499503736551,0.3613005894869833,1.806768873223929,0.2952538806982956,0.8006316805471065,0.2969601097146592
3,4,0.9232579429264908,1.6031706580712266,1.0185195994867944,0.6932787375041018,1.291741675736626,1.2717786670620477,0.5668373136960068,0.5648371573527392,0.7431198447809682,1.07085431333362,1.1504169579959007,0.7148343429864591,0.5576492048795464,0.3821455172165016
3,5,0.0526047853474562,0.0187483836431975,0.0096799017006224,0.2386588308649885,0.1146241418635006,0.0135009487118421,0.1372539494537058,0.010200671337788,0.1567250276994772,0.3074621425268718,0.0713469931184616,0.3495516318934674,0.1501854991848708,0.2061772106677803
3,6,0.0512844217768819,0.0800418570140324,0.0318346731651949,0.905533244843682,0.2502248326254899,0.2181181007719516,0.0484843837371032,0.2266235432446396,0.1527213062234275,0.5788596146903576,0.8105608216334592,0.121689443163371,3.1798399906032744,2.112014130960596
3,7,1.475974372320736,0.5317836823030064,0.2027162228884724,0.0486985557366808,0.1037227503026789,0.4429712593767876,0.0586731515647343,0.0090869021271399,0.0032618614529266,0.09629913962335,1.1785153748866566,0.1386017992499736,0.0413843181981311,0.2687273168655578
3,8,0.5120401461072825,0.546441594304513,0.2621218233868444,0.2358718695969476,0.1629098945999016,0.3143496907857507,0.1028298265706239,0.180439270975749,0.5309256559794784,0.1178423615402587,0.0762548114514085,0.2845898160941083,0.3102343161665266,0.2394389100431616
3,9,0.3700671594096323,0.5670571898674581,0.3941501589869126,0.9425068769069892,0.3926458215514805,0.1733920473552918,0.2322040297209822,0.3095718649018103,0.3416797645558525,0.6015103240320337,0.519793603112838,0.2431072175603434,1.2652446212177684,0.6710241727944728
3,11,0.5365309262464674,0.5385763248929034,0.5309723350539806,0.3831307930295577,0.99659377056877,0.2384767052083072,0.4900427232050435,0.7104849568713935,0.6037551169776562,0.9777304343551728,0.303277279396549,0.4523914711750483,0.5950063751786425,0.3266158812217477
3,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946715401877,0.0,0.0,0.0
3,14,0.00223495008234,0.1131652114221675,0.0683464521792796,0.0003119549637841,0.0159539655988172,0.01092348804156,0.0003443314995212,0.0,0.078168513323203,0.0162122812576185,0.0011962764812197,0.0022549650158841,0.1391074371472896,0.0316406537358626
3,15,0.2276734760129108,0.0266920643286021,0.1499385606568197,0.0605145876570739,0.2094346416548648,0.1371908339553594,0.000469086843981,0.0153417138049493,0.3215578747839164,0.6258217544746631,0.0998266602576396,0.0040819252131703,0.7102694723122591,0.0220937967805995
3,16,2.248687891807508,1.6848728646408837,2.3830990333311197,2.091450831224671,1.934977659202667,2.6964030412990283,1.935438738481097,2.051084317064109,3.2670632952614005,3.233676564044182,2.07356717096121,2.482882029097764,1.4380353931608738,2.509929108497046
3,17,0.1777064827573066,0.1160767969143633,0.082084702719653,0.0530300842069673,0.0359089936516748,0.0243659262824969,0.0436253852757692,0.0610443691501919,0.0742723131091775,0.1450608037485778,0.0946936078151171,0.0474533719105952,0.0614742852962642,0.1082774083160074
4,2,0.8230179679399211,1.2445013864859729,1.1324073591582744,0.4044634208033204,0.2256493328352163,0.2986931605370682,0.3394529530892732,0.2851836033899765,1.017914302943249,2.786773391361015,0.5117930894669463,0.5670533829975086,0.9123737872555588,2.3783919991115616
4,3,0.5402941628769642,0.7575622745344337,0.6469207975078539,3.284412771505679,0.5502327487213973,0.2624044955124437,0.3788228082499966,1.7094957521995373,0.7661499503736551,0.3613005894869833,1.806768873223929,0.2952538806982956,0.8006316805471065,0.2969601097146592
4,4,0.9232579429264908,1.6031706580712266,1.0185195994867944,0.6932787375041018,1.291741675736626,1.2717786670620477,0.5668373136960068,0.5648371573527392,0.7431198447809682,1.07085431333362,1.1504169579959007,0.7148343429864591,0.5576492048795464,0.3821455172165016
4,5,0.0526047853474562,0.0187483836431975,0.0096799017006224,0.2386588308649885,0.1146241418635006,0.0135009487118421,0.1372539494537058,0.010200671337788,0.1567250276994772,0.3074621425268718,0.0713469931184616,0.3495516318934674,0.1501854991848708,0.2061772106677803
4,6,0.0512844217768819,0.0800418570140324,0.0318346731651949,0.905533244843682,0.2502248326254899,0.2181181007719516,0.0484843837371032,0.2266235432446396,0.1527213062234275,0.5788596146903576,0.8105608216334592,0.121689443163371,3.1798399906032744,2.112014130960596
4,7,1.475974372320736,0.5317836823030064,0.2027162228884724,0.0486985557366808,0.1037227503026789,0.4429712593767876,0.0586731515647343,0.0090869021271399,0.0032618614529266,0.09629913962335,1.1785153748866566,0.1386017992499736,0.0413843181981311,0.2687273168655578
4,8,0.5120401461072825,0.546441594304513,0.2621218233868444,0.2358718695969476,0.1629098945999016,0.3143496907857507,0.1028298265706239,0.180439270975749,0.5309256559794784,0.1178423615402587,0.0762548114514085,0.2845898160941083,0.3102343161665266,0.2394389100431616
4,9,0.3700671594096323,0.5670571898674581,0.3941501589869126,0.9425068769069892,0.3926458215514805,0.1733920473552918,0.2322040297209822,0.3095718649018103,0.3416797645558525,0.6015103240320337,0.519793603112838,0.2431072175603434,1.2652446212177684,0.6710241727944728
4,11,0.5365309262464674,0.5385763248929034,0.5309723350539806,0.3831307930295577,0.99659377056877,0.2384767052083072,0.4900427232050435,0.7104849568713935,0.6037551169776562,0.9777304343551728,0.303277279396549,0.4523914711750483,0.5950063751786425,0.3266158812217477
4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946715401877,0.0,0.0,0.0
4,14,0.00223495008234,0.1131652114221675,0.0683464521792796,0.0003119549637841,0.0159539655988172,0.01092348804156,0.0003443314995212,0.0,0.078168513323203,0.0162122812576185,0.0011962764812197,0.0022549650158841,0.1391074371472896,0.0316406537358626
4,15,0.2276734760129108,0.0266920643286021,0.1499385606568197,0.0605145876570739,0.2094346416548648,0.1371908339553594,0.000469086843981,0.0153417138049493,0.3215578747839164,0.6258217544746631,0.0998266602576396,0.0040819252131703,0.7102694723122591,0.0220937967805995
4,16,2.248687891807508,1.6848728646408837,2.3830990333311197,2.091450831224671,1.934977659202667,2.6964030412990283,1.935438738481097,2.051084317064109,3.2670632952614005,3.233676564044182,2.07356717096121,2.482882029097764,1.4380353931608738,2.509929108497046
4,17,0.1777064827573066,0.1160767969143633,0.082084702719653,0.0530300842069673,0.0359089936516748,0.0243659262824969,0.0436253852757692,0.0610443691501919,0.0742723131091775,0.1450608037485778,0.0946936078151171,0.0474533719105952,0.0614742852962642,0.1082774083160074
5,2,0.8230179679399211,1.2445013864859729,1.1324073591582744,0.4044634208033204,0.2256493328352163,0.2986931605370682,0.3394529530892732,0.2851836033899765,1.017914302943249,2.786773391361015,0.5117930894669463,0.5670533829975086,0.9123737872555588,2.3783919991115616
5,3,0.5402941628769642,0.7575622745344337,0.6469207975078539,3.284412771505679,0.5502327487213973,0.2624044955124437,0.3788228082499966,1.7094957521995373,0.7661499503736551,0.3613005894869833,1.806768873223929,0.2952538806982956,0.8006316805471065,0.2969601097146592
5,4,0.9232579429264908,1.6031706580712266,1.0185195994867944,0.6932787375041018,1.291741675736626,1.2717786670620477,0.5668373136960068,0.5648371573527392,0.7431198447809682,1.07085431333362,1.1504169579959007,0.7148343429864591,0.5576492048795464,0.3821455172165016
5,5,0.0526047853474562,0.0187483836431975,0.0096799017006224,0.2386588308649885,0.1146241418635006,0.0135009487118421,0.1372539494537058,0.010200671337788,0.1567250276994772,0.3074621425268718,0.0713469931184616,0.3495516318934674,0.1501854991848708,0.2061772106677803
5,6,0.0512844217768819,0.0800418570140324,0.0318346731651949,0.905533244843682,0.2502248326254899,0.2181181007719516,0.0484843837371032,0.2266235432446396,0.1527213062234275,0.5788596146903576,0.8105608216334592,0.121689443163371,3.1798399906032744,2.112014130960596
5,7,1.475974372320736,0.5317836823030064,0.2027162228884724,0.0486985557366808,0.1037227503026789,0.4429712593767876,0.0586731515647343,0.0090869021271399,0.0032618614529266,0.09629913962335,1.1785153748866566,0.1386017992499736,0.0413843181981311,0.2687273168655578
5,8,0.5120401461072825,0.546441594304513,0.2621218233868444,0.2358718695969476,0.1629098945999016,0.3143496907857507,0.1028298265706239,0.180439270975749,0.5309256559794784,0.1178423615402587,0.0762548114514085,0.2845898160941083,0.3102343161665266,0.2394389100431616
5,9,0.3700671594096323,0.5670571898674581,0.3941501589869126,0.9425068769069892,0.3926458215514805,0.1733920473552918,0.2322040297209822,0.3095718649018103,0.3416797645558525,0.6015103240320337,0.519793603112838,0.2431072175603434,1.2652446212177684,0.6710241727944728
5,11,0.5365309262464674,0.5385763248929034,0.5309723350539806,0.3831307930295577,0.99659377056877,0.2384767052083072,0.4900427232050435,0.7104849568713935,0.6037551169776562,0.9777304343551728,0.303277279396549,0.4523914711750483,0.5950063751786425,0.3266158812217477
5,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946715401877,0.0,0.0,0.0
5,14,0.00223495008234,0.1131652114221675,0.0683464521792796,0.0003119549637841,0.0159539655988172,0.01092348804156,0.0003443314995212,0.0,0.078168513323203,0.0162122812576185,0.0011962764812197,0.0022549650158841,0.1391074371472896,0.0316406537358626
5,15,0.2276734760129108,0.0266920643286021,0.1499385606568197,0.0605145876570739,0.2094346416548648,0.1371908339553594,0.000469086843981,0.0153417138049493,0.3215578747839164,0.6258217544746631,0.0998266602576396,0.0040819252131703,0.7102694723122591,0.0220937967805995
5,16,2.248687891807508,1.6848728646408837,2.3830990333311197,2.091450831224671,1.934977659202667,2.6964030412990283,1.935438738481097,2.051084317064109,3.2670632952614005,3.233676564044182,2.07356717096121,2.482882029097764,1.4380353931608738,2.509929108497046
5,17,0.1777064827573066,0.1160767969143633,0.082084702719653,0.0530300842069673,0.0359089936516748,0.0243659262824969,0.0436253852757692,0.0610443691501919,0.0742723131091775,0.1450608037485778,0.0946936078151171,0.0474533719105952,0.0614742852962642,0.1082774083160074
6,2,0.8230179679399211,1.2445013864859729,1.1324073591582744,0.4044634208033204,0.2256493328352163,0.2986931605370682,0.3394529530892732,0.2851836033899765,1.017914302943249,2.786773391361015,0.5117930894669463,0.5670533829975086,0.9123737872555588,2.3783919991115616
6,3,0.5402941628769642,0.7575622745344337,0.6469207975078539,3.284412771505679,0.5502327487213973,0.2624044955124437,0.3788228082499966,1.7094957521995373,0.7661499503736551,0.3613005894869833,1.806768873223929,0.2952538806982956,0.8006316805471065,0.2969601097146592
6,4,0.9232579429264908,1.6031706580712266,1.0185195994867944,0.6932787375041018,1.291741675736626,1.2717786670620477,0.5668373136960068,0.5648371573527392,0.7431198447809682,1.07085431333362,1.1504169579959007,0.7148343429864591,0.5576492048795464,0.3821455172165016
6,5,0.0526047853474562,0.0187483836431975,0.0096799017006224,0.2386588308649885,0.1146241418635006,0.0135009487118421,0.1372539494537058,0.010200671337788,0.1567250276994772,0.3074621425268718,0.0713469931184616,0.3495516318934674,0.1501854991848708,0.2061772106677803
6,6,0.0512844217768819,0.0800418570140324,0.0318346731651949,0.905533244843682,0.2502248326254899,0.2181181007719516,0.0484843837371032,0.2266235432446396,0.1527213062234275,0.5788596146903576,0.8105608216334592,0.121689443163371,3.1798399906032744,2.112014130960596
6,7,1.475974372320736,0.5317836823030064,0.2027162228884724,0.0486985557366808,0.1037227503026789,0.4429712593767876,0.0586731515647343,0.0090869021271399,0.0032618614529266,0.09629913962335,1.1785153748866566,0.1386017992499736,0.0413843181981311,0.2687273168655578
6,8,0.5120401461072825,0.546441594304513,0.2621218233868444,0.2358718695969476,0.1629098945999016,0.3143496907857507,0.1028298265706239,0.180439270975749,0.5309256559794784,0.1178423615402587,0.0762548114514085,0.2845898160941083,0.3102343161665266,0.2394389100431616
6,9,0.3700671594096323,0.5670571898674581,0.3941501589869126,0.9425068769069892,0.3926458215514805,0.1733920473552918,0.2322040297209822,0.3095718649018103,0.3416797645558525,0.6015103240320337,0.519793603112838,0.2431072175603434,1.2652446212177684,0.6710241727944728
6,11,0.5365309262464674,0.5385763248929034,0.5309723350539806,0.3831307930295577,0.99659377056877,0.2384767052083072,0.4900427232050435,0.7104849568713935,0.6037551169776562,0.9777304343551728,0.303277279396549,0.4523914711750483,0.5950063751786425,0.3266158812217477
6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946715401877,0.0,0.0,0.0
6,14,0.00223495008234,0.1131652114221675,0.0683464521792796,0.0003119549637841,0.0159539655988172,0.01092348804156,0.0003443314995212,0.0,0.078168513323203,0.0162122812576185,0.0011962764812197,0.0022549650158841,0.1391074371472896,0.0316406537358626
6,15,0.2276734760129108,0.0266920643286021,0.1499385606568197,0.0605145876570739,0.2094346416548648,0.1371908339553594,0.000469086843981,0.0153417138049493,0.3215578747839164,0.6258217544746631,0.0998266602576396,0.0040819252131703,0.7102694723122591,0.0220937967805995
6,16,2.248687891807508,1.6848728646408837,2.3830990333311197,2.091450831224671,1.934977659202667,2.6964030412990283,1.935438738481097,2.051084317064109,3.2670632952614005,3.233676564044182,2.07356717096121,2.482882029097764,1.4380353931608738,2.509929108497046
6,17,0.1777064827573066,0.1160767969143633,0.082084702719653,0.0530300842069673,0.0359089936516748,0.0243659262824969,0.0436253852757692,0.0610443691501919,0.0742723131091775,0.1450608037485778,0.0946936078151171,0.0474533719105952,0.0614742852962642,0.1082774083160074
7,2,0.8230179679399211,1.2445013864859729,1.1324073591582744,0.4044634208033204,0.2256493328352163,0.2986931605370682,0.3394529530892732,0.2851836033899765,1.017914302943249,2.786773391361015,0.5117930894669463,0.5670533829975086,0.9123737872555588,2.3783919991115616
7,3,0.5402941628769642,0.7575622745344337,0.6469207975078539,3.284412771505679,0.5502327487213973,0.2624044955124437,0.3788228082499966,1.7094957521995373,0.7661499503736551,0.3613005894869833,1.806768873223929,0.2952538806982956,0.8006316805471065,0.2969601097146592
7,4,0.9232579429264908,1.6031706580712266,1.0185195994867944,0.6932787375041018,1.291741675736626,1.2717786670620477,0.5668373136960068,0.5648371573527392,0.7431198447809682,1.07085431333362,1.1504169579959007,0.7148343429864591,0.5576492048795464,0.3821455172165016
7,5,0.0526047853474562,0.0187483836431975,0.0096799017006224,0.2386588308649885,0.1146241418635006,0.0135009487118421,0.1372539494537058,0.010200671337788,0.1567250276994772,0.3074621425268718,0.0713469931184616,0.3495516318934674,0.1501854991848708,0.2061772106677803
7,6,0.0512844217768819,0.0800418570140324,0.0318346731651949,0.905533244843682,0.2502248326254899,0.2181181007719516,0.0484843837371032,0.2266235432446396,0.1527213062234275,0.5788596146903576,0.8105608216334592,0.121689443163371,3.1798399906032744,2.112014130960596
7,7,1.475974372320736,0.5317836823030064,0.2027162228884724,0.0486985557366808,0.1037227503026789,0.4429712593767876,0.0586731515647343,0.0090869021271399,0.0032618614529266,0.09629913962335,1.1785153748866566,0.1386017992499736,0.0413843181981311,0.2687273168655578
7,8,0.5120401461072825,0.546441594304513,0.2621218233868444,0.2358718695969476,0.1629098945999016,0.3143496907857507,0.1028298265706239,0.180439270975749,0.5309256559794784,0.1178423615402587,0.0762548114514085,0.2845898160941083,0.3102343161665266,0.2394389100431616
7,9,0.3700671594096323,0.5670571898674581,0.3941501589869126,0.9425068769069892,0.3926458215514805,0.1733920473552918,0.2322040297209822,0.3095718649018103,0.3416797645558525,0.6015103240320337,0.519793603112838,0.2431072175603434,1.2652446212177684,0.6710241727944728
7,11,0.5365309262464674,0.5385763248929034,0.5309723350539806,0.3831307930295577,0.99659377056877,0.2384767052083072,0.4900427232050435,0.7104849568713935,0.6037551169776562,0.9777304343551728,0.303277279396549,0.4523914711750483,0.5950063751786425,0.3266158812217477
7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007946715401877,0.0,0.0,0.0
7,14,0.00223495008234,0.1131652114221675,0.0683464521792796,0.0003119549637841,0.0159539655988172,0.01092348804156,0.0003443314995212,0.0,0.078168513323203,0.0162122812576185,0.0011962764812197,0.0022549650158841,0.1391074371472896,0.0316406537358626
7,15,0.2276734760129108,0.0266920643286021,0.1499385606568197,0.0605145876570739,0.2094346416548648,0.1371908339553594,0.000469086843981,0.0153417138049493,0.3215578747839164,0.6258217544746631,0.0998266602576396,0.0040819252131703,0.7102694723122591,0.0220937967805995
7,16,2.248687891807508,1.6848728646408837,2.3830990333311197,2.091450831224671,1.934977659202667,2.6964030412990283,1.935438738481097,2.051084317064109,3.2670632952614005,3.233676564044182,2.07356717096121,2.482882029097764,1.4380353931608738,2.509929108497046
7,17,0.1777064827573066,0.1160767969143633,0.082084702719653,0.0530300842069673,0.0359089936516748,0.0243659262824969,0.0436253852757692,0.0610443691501919,0.0742723131091775,0.1450608037485778,0.0946936078151171,0.0474533719105952,0.0614742852962642,0.1082774083160074
8,2,0.8230179679399211,1.2445013864859729,1.1324073591582744,0.4044634208033204,0.2256493328352163,0.2986931605370682,0.3394529530892732,0.2851836033899765,1.017914302943249,2.786773391361015,0.5117930894669463,0.5670533829975086,0.9123737872555588,2.3783919991115616
